BRANCH_CODE,CREDIT_CARD_NO,CUST_SSN,DAY,MONTH,TRANSACTION_ID,TRANSACTION_TYPE,TRANSACTION_VALUE,YEAR
11,4210653349028689,123459988,2,2,90,Education,91.2,2018
59,4210653349028689,123459988,1,9,91,Entertainment,97.64,2018
66,4210653349028689,123459988,3,8,92,Education,58.25,2018
99,4210653349028689,123459988,2,7,93,Gas,41.06,2018
50,4210653349028689,123459988,9,7,94,Bills,72.72,2018
117,4210653399308769,123459978,8,7,95,Entertainment,77.17,2018
121,4210653399308769,123459978,21,10,96,Gas,49.14,2018
117,4210653399308769,123459978,13,7,97,Entertainment,81.6,2018
9,4210653399308769,123459978,6,12,98,Entertainment,22.75,2018
59,4210653399308769,123459978,1,3,99,Grocery,56.52,2018
117,4210653399308769,123459978,17,8,100,Education,24.05,2018
57,4210653399308769,123459978,20,8,101,Healthcare,66.05,2018
192,4210653399308769,123459978,3,9,102,Education,42.37,2018
11,4210653399308769,123459978,13,1,103,Grocery,96.44,2018
75,4210653399308769,123459978,4,9,104,Healthcare,74.83,2018
103,4210653399308769,123459978,5,11,105,Entertainment,25.97,2018
31,4210653399308769,123459978,25,8,106,Education,72.36,2018
25,4210653399308769,123459978,2,8,107,Test,98.85,2018
10,4210653399308769,123459978,7,7,108,Grocery,4.36,2018
107,4210653399308769,123459978,13,5,109,Test,66.6,2018
24,4210653399308769,123459978,21,3,110,Education,1.76,2018
57,4210653399308769,123459978,7,5,111,Grocery,44.41,2018
44,4210653399308769,123459978,6,3,112,Gas,85.53,2018
80,4210653399308769,123459978,13,11,113,Healthcare,89.9,2018
81,4210653399308769,123459978,4,10,114,Healthcare,53.75,2018
91,4210653399308769,123459978,13,2,115,Test,30.87,2018
79,4210653399308769,123459978,10,2,116,Healthcare,86.53,2018
81,4210653399308769,123459978,13,8,117,Healthcare,72.06,2018
166,4210653399308769,123459978,16,12,118,Bills,21.96,2018
19,4210653399308769,123459978,4,12,119,Entertainment,49.98,2018
175,4210653399308769,123459978,27,9,120,Education,13.91,2018
173,4210653399308769,123459978,16,11,121,Test,9.05,2018
100,4210653399308769,123459978,21,1,122,Grocery,40.33,2018
17,4210653399308769,123459978,2,9,123,Test,14.72,2018
178,4210653399308769,123459978,14,9,124,Gas,95.3,2018
63,4210653399308769,123459978,20,6,125,Entertainment,22.65,2018
156,4210653399308769,123459978,11,2,126,Entertainment,100.28,2018
44,4210653399308769,123459978,26,10,127,Gas,54.19,2018
42,4210653399308769,123459978,7,12,128,Grocery,100.57,2018
175,4210653399308769,123459978,1,10,129,Gas,10.84,2018
58,4210653399308769,123459978,11,4,130,Entertainment,3.03,2018
114,4210653399308769,123459978,23,3,131,Test,27.58,2018
90,4210653399308769,123459978,15,9,132,Bills,37.92,2018
5,4210653399308769,123459978,5,1,133,Bills,77.05,2018
51,4210653399308769,123459978,27,2,134,Bills,26.17,2018
51,4210653399308769,123459978,25,9,135,Education,73.36,2018
18,4210653399308769,123459978,22,11,136,Gas,69.05,2018
35,4210653399308769,123459978,1,7,137,Test,27.95,2018
46,4210653399308769,123459978,3,7,138,Education,87.69,2018
11,4210653399308769,123459978,25,5,139,Grocery,74.48,2018
136,4210653399308769,123459978,8,7,140,Healthcare,98.23,2018
9,4210653399308769,123459978,17,3,141,Education,37.06,2018
131,4210653399308769,123459978,16,5,142,Healthcare,92.55,2018
115,4210653399308769,123459978,20,10,143,Gas,11.63,2018
72,4210653399308769,123459978,25,8,144,Grocery,80.8,2018
178,4210653399308769,123459978,23,1,145,Healthcare,83.47,2018
115,4210653399308769,123459978,14,11,146,Grocery,60.61,2018
48,4210653399308769,123459978,18,1,147,Gas,40.94,2018
76,4210653399308769,123459978,6,9,148,Bills,66.69,2018
164,4210653399308769,123459978,9,3,149,Entertainment,29.07,2018
72,4210653399308769,123459978,23,7,150,Gas,63.66,2018
119,4210653399308769,123459978,21,1,151,Test,65.14,2018
78,4210653315516879,123459968,11,6,152,Healthcare,63.69,2018
104,4210653315516879,123459968,14,1,153,Bills,58.51,2018
36,4210653315516879,123459968,18,10,154,Grocery,98.02,2018
139,4210653315516879,123459968,17,4,155,Bills,28.39,2018
170,4210653315516879,123459968,26,6,156,Test,90.94,2018
111,4210653315516879,123459968,6,4,157,Entertainment,70.18,2018
10,4210653315516879,123459968,8,5,158,Test,71.32,2018
79,4210653315516879,123459968,25,4,159,Test,83.39,2018
28,4210653315516879,123459968,6,9,160,Gas,76.76,2018
24,4210653315516879,123459968,9,9,161,Test,90.79,2018
11,4210653315516879,123459968,21,4,162,Healthcare,3.27,2018
78,4210653315516879,123459968,17,10,163,Gas,20.38,2018
119,4210653315516879,123459968,2,8,164,Grocery,42.15,2018
49,4210653315516879,123459968,7,11,165,Education,30.78,2018
40,4210653315516879,123459968,9,12,166,Gas,96.29,2018
99,4210653315516879,123459968,23,8,167,Test,30.16,2018
22,4210653315516879,123459968,16,6,168,Bills,9.19,2018
125,4210653349448599,123459965,11,6,169,Healthcare,59.95,2018
170,4210653349448599,123459965,11,11,170,Healthcare,30.82,2018
35,4210653349448599,123459965,5,6,171,Gas,73.5,2018
49,4210653349448599,123459965,11,4,172,Healthcare,17.32,2018
17,4210653349448599,123459965,19,6,173,Bills,13.76,2018
139,4210653349448599,123459965,9,8,174,Bills,54.41,2018
156,4210653349448599,123459965,12,4,175,Healthcare,46.4,2018
12,4210653349448599,123459965,14,4,176,Entertainment,70.89,2018
100,4210653349448599,123459965,25,5,177,Gas,65.53,2018
39,4210653349448599,123459965,7,10,178,Test,52.83,2018
59,4210653349448599,123459965,7,1,179,Test,40.3,2018
175,4210653349448599,123459965,11,9,180,Education,25.99,2018
118,4210653349448599,123459965,10,4,181,Grocery,44.57,2018
121,4210653349448599,123459965,4,5,182,Entertainment,90.23,2018
89,4210653349448599,123459965,22,5,183,Test,26.4,2018
173,4210653349448599,123459965,15,11,184,Healthcare,48.82,2018
70,4210653349448599,123459965,4,10,185,Entertainment,41.02,2018
175,4210653349448599,123459965,8,2,186,Grocery,32.04,2018
74,4210653349448599,123459965,25,11,187,Gas,81.46,2018
20,4210653349448599,123459965,13,6,188,Gas,30.59,2018
43,4210653349448599,123459965,26,9,189,Gas,97.35,2018
10,4210653349448599,123459965,12,6,190,Healthcare,77.06,2018
15,4210653349448599,123459965,6,8,191,Gas,14.85,2018
38,4210653349448599,123459965,14,9,192,Education,40.63,2018
24,4210653349448599,123459965,24,3,193,Gas,81.31,2018
52,4210653349448599,123459965,23,4,194,Bills,57.54,2018
76,4210653349448599,123459965,16,11,195,Education,33.48,2018
20,4210653349448599,123459965,14,8,196,Healthcare,29.15,2018
107,4210653349448599,123459965,9,8,197,Gas,41.36,2018
188,4210653349448599,123459965,2,8,198,Test,63.1,2018
100,4210653349448599,123459965,15,1,199,Grocery,29.44,2018
158,4210653349448599,123459965,6,1,200,Gas,31.62,2018
95,4210653349448599,123459965,26,6,201,Bills,12.03,2018
24,4210653349448599,123459965,14,12,202,Gas,75.53,2018
93,4210653349448599,123459965,26,7,203,Test,27.1,2018
45,4210653349448599,123459965,14,6,204,Bills,99.18,2018
72,4210653349448599,123459965,25,3,205,Entertainment,13.01,2018
31,4210653349448599,123459965,20,7,206,Entertainment,71.06,2018
37,4210653349448599,123459965,16,4,207,Grocery,19.86,2018
24,4210653349448599,123459965,10,12,208,Bills,15.58,2018
139,4210653349448599,123459965,1,5,209,Gas,35.02,2018
19,4210653349448599,123459965,24,10,210,Healthcare,41.56,2018
78,4210653349448599,123459965,3,4,211,Bills,77.53,2018
66,4210653349448599,123459965,27,3,212,Gas,53.82,2018
72,4210653349448599,123459965,17,4,213,Entertainment,67.7,2018
160,4210653315577947,123459940,5,6,214,Entertainment,6.72,2018
42,4210653315577947,123459940,7,1,215,Education,63.57,2018
40,4210653315577947,123459940,25,4,216,Healthcare,25.98,2018
5,4210653312528499,123459918,5,8,217,Gas,36.3,2018
158,4210653312528499,123459918,25,3,218,Bills,21.56,2018
5,4210653312528499,123459918,16,1,219,Education,27.89,2018
118,4210653312528499,123459918,9,10,220,Healthcare,64.48,2018
74,4210653312528499,123459918,8,1,221,Gas,100.76,2018
40,4210653312528499,123459918,18,2,222,Education,2.53,2018
149,4210653312528499,123459918,3,7,223,Education,10.72,2018
81,4210653312528499,123459918,8,6,224,Gas,17.85,2018
19,4210653312528499,123459918,10,9,225,Entertainment,36.95,2018
57,4210653312528499,123459918,28,6,226,Test,79.42,2018
27,4210653312528499,123459918,16,9,227,Education,21.76,2018
49,4210653312528499,123459918,19,7,228,Test,15.29,2018
76,4210653312528499,123459918,10,12,229,Education,36.66,2018
79,4210653312528499,123459918,2,10,230,Healthcare,8.63,2018
2,4210653312528499,123459918,13,5,231,Grocery,9.92,2018
135,4210653312528499,123459918,28,1,232,Healthcare,71.75,2018
158,4210653312528499,123459918,28,7,233,Bills,42.62,2018
131,4210653312528499,123459918,12,1,234,Gas,58.16,2018
103,4210653312528499,123459918,8,2,235,Gas,69.94,2018
12,4210653312528499,123459918,17,5,236,Test,16.68,2018
80,4210653312528499,123459918,22,12,237,Test,30.4,2018
45,4210653312528499,123459918,18,11,238,Entertainment,80.81,2018
1,4210653312528499,123459918,26,11,239,Education,58.78,2018
100,4210653312528499,123459918,1,8,240,Education,83.25,2018
192,4210653312528499,123459918,2,12,241,Test,97.12,2018
8,4210653312528499,123459918,15,11,242,Entertainment,45.27,2018
139,4210653312528499,123459918,8,12,243,Test,99.59,2018
79,4210653312528499,123459918,6,4,244,Education,73.66,2018
69,4210653312528499,123459918,21,12,245,Bills,6.52,2018
1,4210653312528499,123459918,4,4,246,Bills,5.49,2018
9,4210653312528499,123459918,6,6,247,Healthcare,86.57,2018
36,4210653312528499,123459918,7,7,248,Education,82.65,2018
25,4210653312528499,123459918,24,5,249,Grocery,56.21,2018
104,4210653312528499,123459918,24,10,250,Healthcare,94.14,2018
21,4210653312528499,123459918,17,2,251,Education,6.9,2018
54,4210653312528499,123459918,21,2,252,Grocery,32.28,2018
14,4210653312528499,123459918,22,8,253,Bills,61.93,2018
29,4210653312528499,123459918,19,9,254,Bills,17.76,2018
2,4210653312528499,123459918,15,1,255,Test,32.44,2018
5,4210653312528499,123459918,18,10,256,Bills,95.21,2018
19,4210653312528499,123459918,7,8,257,Bills,29.4,2018
166,4210653312528499,123459918,25,7,258,Education,83.43,2018
46,4210653312528499,123459918,14,1,259,Bills,11.4,2018
24,4210653312528499,123459918,22,12,260,Education,33.08,2018
4,4210653312528499,123459918,16,11,261,Healthcare,94.41,2018
149,4210653312528499,123459918,2,6,262,Entertainment,2.73,2018
27,4210653312528499,123459918,11,12,263,Education,71.7,2018
29,4210653312528499,123459918,24,4,264,Test,72.88,2018
60,4210653312528499,123459918,12,6,265,Healthcare,64.29,2018
149,4210653312528499,123459918,27,11,266,Grocery,51.08,2018
11,4210653312528499,123459918,28,5,267,Test,48.62,2018
67,4210653312528499,123459918,14,5,268,Bills,41.56,2018
53,4210653312528499,123459918,13,1,269,Entertainment,3.49,2018
75,4210653313003223,123459916,28,1,270,Bills,95.15,2018
67,4210653313003223,123459916,22,2,271,Education,35.23,2018
7,4210653313003223,123459916,21,9,272,Healthcare,66.16,2018
70,4210653313003223,123459916,5,6,273,Grocery,58.38,2018
57,4210653313003223,123459916,9,11,274,Healthcare,24.28,2018
89,4210653313003223,123459916,16,5,275,Bills,74.43,2018
69,4210653313003223,123459916,11,11,276,Test,30.12,2018
46,4210653313003223,123459916,17,2,277,Healthcare,78.38,2018
52,4210653313003223,123459916,3,1,278,Entertainment,72.42,2018
47,4210653313003223,123459916,10,3,279,Healthcare,53.0,2018
107,4210653313003223,123459916,6,8,280,Bills,63.95,2018
17,4210653313003223,123459916,3,11,281,Grocery,36.3,2018
125,4210653313003223,123459916,4,12,282,Grocery,67.6,2018
74,4210653313003223,123459916,19,10,283,Grocery,17.48,2018
49,4210653313003223,123459916,21,5,284,Entertainment,83.26,2018
105,4210653313003223,123459916,22,2,285,Gas,94.26,2018
28,4210653313003223,123459916,19,5,286,Test,26.24,2018
70,4210653313003223,123459916,21,4,287,Gas,25.03,2018
103,4210653313003223,123459916,6,7,288,Entertainment,85.51,2018
156,4210653313003223,123459916,14,1,289,Education,46.37,2018
74,4210653313003223,123459916,22,2,290,Entertainment,85.55,2018
36,4210653313003223,123459916,21,8,291,Bills,67.3,2018
58,4210653313003223,123459916,2,6,292,Entertainment,68.89,2018
37,4210653313003223,123459916,17,9,293,Test,78.8,2018
56,4210653313003223,123459916,27,9,294,Healthcare,66.15,2018
109,4210653313003223,123459916,16,8,295,Education,1.62,2018
123,4210653313003223,123459916,24,6,296,Healthcare,1.79,2018
2,4210653313003223,123459916,20,3,297,Gas,33.13,2018
5,4210653313003223,123459916,20,2,298,Bills,81.87,2018
125,4210653313003223,123459916,8,8,299,Healthcare,96.17,2018
103,4210653313003223,123459916,15,9,300,Gas,5.42,2018
38,4210653313003223,123459916,21,5,301,Grocery,7.66,2018
11,4210653313003223,123459916,22,3,302,Entertainment,63.16,2018
135,4210653313003223,123459916,26,11,303,Entertainment,15.77,2018
35,4210653313003223,123459916,21,6,304,Grocery,17.72,2018
149,4210653313003223,123459916,9,10,305,Education,52.03,2018
46,4210653313003223,123459916,1,7,306,Test,67.38,2018
149,4210653313003223,123459916,15,2,307,Bills,23.12,2018
104,4210653313003223,123459916,17,4,308,Bills,22.15,2018
168,4210653313003223,123459916,16,7,309,Bills,72.53,2018
139,4210653313003223,123459916,2,6,310,Gas,13.61,2018
52,4210653313003223,123459916,26,1,311,Healthcare,99.43,2018
59,4210653313003223,123459916,25,10,312,Test,2.62,2018
79,4210653313003223,123459916,7,7,313,Test,41.68,2018
35,4210653313003223,123459916,2,2,314,Entertainment,53.16,2018
175,4210653313003223,123459916,24,9,315,Grocery,96.89,2018
139,4210653313003223,123459916,13,2,316,Education,95.49,2018
24,4210653313003223,123459916,8,11,317,Grocery,57.79,2018
145,4210653313003223,123459916,18,11,318,Education,87.12,2018
145,4210653313003223,123459916,4,1,319,Entertainment,30.9,2018
136,4210653313003223,123459916,16,6,320,Grocery,50.91,2018
85,4210653313003223,123459916,27,12,321,Test,9.69,2018
39,4210653313003223,123459916,28,2,322,Entertainment,57.53,2018
93,4210653313003223,123459916,8,8,323,Entertainment,57.17,2018
58,4210653313003223,123459916,10,5,324,Grocery,43.09,2018
117,4210653313003223,123459916,5,3,325,Test,20.26,2018
15,4210653313003223,123459916,6,9,326,Education,91.25,2018
117,4210653313003223,123459916,28,7,327,Education,55.72,2018
46,4210653313003223,123459916,24,10,328,Grocery,18.67,2018
105,4210653313003223,123459916,9,1,329,Test,92.24,2018
156,4210653313003223,123459916,18,10,330,Gas,17.37,2018
26,4210653313003223,123459916,6,2,331,Test,25.26,2018
3,4210653313003223,123459916,10,1,332,Bills,3.99,2018
90,4210653313003223,123459916,10,9,333,Healthcare,18.68,2018
38,4210653313003223,123459916,10,3,334,Gas,19.07,2018
58,4210653313003223,123459916,17,7,335,Education,94.89,2018
93,4210653313003223,123459916,1,2,336,Gas,87.27,2018
99,4210653313003223,123459916,7,9,337,Healthcare,1.95,2018
18,4210653392204248,123459915,2,12,338,Bills,88.96,2018
145,4210653392204248,123459915,20,10,339,Bills,3.37,2018
95,4210653392204248,123459915,14,8,340,Bills,32.47,2018
37,4210653392204248,123459915,18,4,341,Education,92.76,2018
5,4210653392204248,123459915,16,5,342,Entertainment,96.47,2018
79,4210653392204248,123459915,8,7,343,Gas,65.09,2018
58,4210653392204248,123459915,21,4,344,Bills,36.8,2018
178,4210653392204248,123459915,28,2,345,Entertainment,81.6,2018
118,4210653392204248,123459915,14,3,346,Healthcare,28.96,2018
40,4210653392204248,123459915,4,10,347,Bills,27.26,2018
99,4210653392204248,123459915,24,5,348,Healthcare,54.85,2018
144,4210653392204248,123459915,9,5,349,Gas,85.88,2018
117,4210653392204248,123459915,11,11,350,Entertainment,45.23,2018
123,4210653392204248,123459915,19,8,351,Gas,17.12,2018
100,4210653392204248,123459915,17,7,352,Bills,9.81,2018
67,4210653392204248,123459915,21,1,353,Gas,19.19,2018
90,4210653392204248,123459915,8,3,354,Bills,72.25,2018
121,4210653392204248,123459915,22,5,355,Test,74.71,2018
115,4210653392204248,123459915,1,9,356,Education,11.98,2018
59,4210653392204248,123459915,25,6,357,Entertainment,40.7,2018
178,4210653392204248,123459915,2,9,358,Bills,43.11,2018
24,4210653392204248,123459915,7,8,359,Test,48.36,2018
164,4210653392204248,123459915,4,8,360,Healthcare,60.58,2018
131,4210653392204248,123459915,8,3,361,Education,83.22,2018
149,4210653392204248,123459915,28,1,362,Bills,98.61,2018
109,4210653392204248,123459915,11,2,363,Healthcare,18.81,2018
149,4210653392204248,123459915,27,11,364,Grocery,43.0,2018
145,4210653392204248,123459915,12,9,365,Education,32.72,2018
46,4210653392204248,123459915,23,10,366,Entertainment,97.18,2018
66,4210653392204248,123459915,15,2,367,Education,48.04,2018
99,4210653392204248,123459915,18,4,368,Test,31.34,2018
67,4210653392204248,123459915,18,5,369,Test,27.88,2018
81,4210653392204248,123459915,1,3,370,Bills,58.93,2018
16,4210653392204248,123459915,19,1,371,Bills,27.73,2018
81,4210653392204248,123459915,14,1,372,Gas,39.21,2018
35,4210653392204248,123459915,18,2,373,Education,26.48,2018
139,4210653392204248,123459915,10,3,374,Bills,19.88,2018
47,4210653392204248,123459915,9,12,375,Bills,65.03,2018
27,4210653392204248,123459915,8,4,376,Grocery,2.99,2018
28,4210653392204248,123459915,25,3,377,Education,39.69,2018
1,4210653392204248,123459915,18,1,378,Test,42.26,2018
60,4210653392204248,123459915,9,12,379,Gas,86.83,2018
144,4210653392204248,123459915,11,4,380,Bills,3.08,2018
69,4210653392204248,123459915,7,3,381,Grocery,51.01,2018
25,4210653392204248,123459915,20,6,382,Bills,86.34,2018
145,4210653392204248,123459915,16,2,383,Grocery,10.43,2018
12,4210653392204248,123459915,27,3,384,Entertainment,25.48,2018
85,4210653392204248,123459915,28,1,385,Gas,94.33,2018
57,4210653392204248,123459915,6,3,386,Bills,82.92,2018
43,4210653392204248,123459915,8,6,387,Education,40.42,2018
12,4210653392204248,123459915,1,12,388,Healthcare,71.24,2018
75,4210653313825914,123459909,3,3,389,Healthcare,43.5,2018
83,4210653313825914,123459909,4,3,390,Test,36.2,2018
1,4210653313825914,123459909,5,10,391,Gas,6.65,2018
180,4210653313825914,123459909,10,10,392,Gas,44.27,2018
90,4210653313825914,123459909,19,11,393,Entertainment,14.34,2018
19,4210653313825914,123459909,3,2,394,Bills,71.29,2018
2,4210653313825914,123459909,21,9,395,Grocery,52.28,2018
57,4210653313825914,123459909,14,6,396,Entertainment,78.44,2018
60,4210653313825914,123459909,23,9,397,Bills,29.61,2018
188,4210653313825914,123459909,4,12,398,Bills,51.6,2018
17,4210653313825914,123459909,4,3,399,Bills,3.6,2018
31,4210653313825914,123459909,21,4,400,Education,50.32,2018
57,4210653313825914,123459909,7,4,401,Gas,79.4,2018
17,4210653313825914,123459909,23,6,402,Entertainment,45.47,2018
93,4210653313825914,123459909,26,2,403,Education,99.6,2018
166,4210653313825914,123459909,23,11,404,Grocery,67.98,2018
70,4210653313825914,123459909,13,12,405,Healthcare,38.13,2018
23,4210653313825914,123459909,5,5,406,Test,96.88,2018
175,4210653313825914,123459909,22,9,407,Healthcare,83.56,2018
125,4210653313825914,123459909,12,12,408,Healthcare,70.63,2018
4,4210653313825914,123459909,1,2,409,Bills,7.18,2018
7,4210653313825914,123459909,7,11,410,Bills,74.71,2018
80,4210653313825914,123459909,20,2,411,Grocery,87.59,2018
126,4210653313825914,123459909,23,2,412,Education,21.04,2018
44,4210653313825914,123459909,6,3,413,Entertainment,15.39,2018
72,4210653313825914,123459909,28,6,414,Grocery,99.23,2018
79,4210653313825914,123459909,14,4,415,Education,39.94,2018
48,4210653313825914,123459909,27,6,416,Grocery,35.42,2018
105,4210653313825914,123459909,26,9,417,Education,44.62,2018
8,4210653313825914,123459909,21,10,418,Bills,71.9,2018
32,4210653313825914,123459909,10,11,419,Entertainment,37.44,2018
80,4210653313825914,123459909,4,3,420,Grocery,38.11,2018
158,4210653313825914,123459909,19,7,421,Bills,96.09,2018
73,4210653313825914,123459909,6,12,422,Gas,64.97,2018
16,4210653313825914,123459909,9,12,423,Education,62.51,2018
173,4210653313825914,123459909,13,7,424,Grocery,68.89,2018
46,4210653313825914,123459909,4,9,425,Grocery,62.71,2018
56,4210653313825914,123459909,20,6,426,Test,37.56,2018
26,4210653313825914,123459909,27,3,427,Bills,74.76,2018
76,4210653313825914,123459909,5,5,428,Gas,55.37,2018
17,4210653313825914,123459909,9,3,429,Gas,1.95,2018
85,4210653313825914,123459909,27,7,430,Grocery,7.2,2018
124,4210653313825914,123459909,1,4,431,Entertainment,2.03,2018
119,4210653313825914,123459909,9,10,432,Gas,31.66,2018
149,4210653313825914,123459909,24,4,433,Bills,35.72,2018
60,4210653313825914,123459909,25,11,434,Grocery,77.06,2018
115,4210653313825914,123459909,28,5,435,Gas,4.27,2018
18,4210653313825914,123459909,24,11,436,Entertainment,19.42,2018
80,4210653313825914,123459909,18,11,437,Bills,88.87,2018
57,4210653313825914,123459909,8,6,438,Entertainment,86.04,2018
36,4210653313825914,123459909,27,11,439,Bills,96.74,2018
100,4210653313825914,123459909,21,3,440,Grocery,38.16,2018
81,4210653313825914,123459909,11,1,441,Bills,68.79,2018
24,4210653313825914,123459909,21,9,442,Test,71.45,2018
50,4210653313825914,123459909,1,10,443,Grocery,49.0,2018
131,4210653313825914,123459909,8,11,444,Education,68.65,2018
73,4210653313825914,123459909,28,12,445,Bills,54.61,2018
126,4210653313825914,123459909,10,9,446,Healthcare,57.75,2018
16,4210653313825914,123459909,16,5,447,Bills,92.66,2018
19,4210653313825914,123459909,24,6,448,Education,59.65,2018
175,4210653313825914,123459909,8,8,449,Gas,74.02,2018
7,4210653313825914,123459909,19,11,450,Entertainment,49.05,2018
131,4210653313825914,123459909,9,10,451,Grocery,55.51,2018
67,4210653313825914,123459909,10,3,452,Test,30.89,2018
43,4210653313825914,123459909,11,12,453,Bills,59.99,2018
90,4210653313825914,123459909,22,2,454,Test,12.94,2018
74,4210653313825914,123459909,8,6,455,Grocery,52.58,2018
