BRANCH_CODE,CREDIT_CARD_NO,CUST_SSN,DAY,MONTH,TRANSACTION_ID,TRANSACTION_TYPE,TRANSACTION_VALUE,YEAR
45,4210653398155235,123451303,4,5,45126,Grocery,58.97,2018
50,4210653398155235,123451303,26,1,45127,Gas,17.52,2018
26,4210653398155235,123451303,11,7,45128,Entertainment,20.14,2018
170,4210653398155235,123451303,20,9,45129,Grocery,92.46,2018
100,4210653398155235,123451303,14,11,45130,Entertainment,44.5,2018
107,4210653398155235,123451303,5,8,45131,Bills,6.73,2018
149,4210653398155235,123451303,1,3,45132,Test,81.77,2018
3,4210653398155235,123451303,16,11,45133,Gas,46.69,2018
135,4210653398155235,123451303,11,10,45134,Grocery,87.8,2018
117,4210653398155235,123451303,18,11,45135,Healthcare,49.39,2018
59,4210653398155235,123451303,28,2,45136,Bills,52.14,2018
8,4210653397435570,123451300,8,3,45137,Grocery,18.33,2018
28,4210653397435570,123451300,17,5,45138,Healthcare,64.2,2018
175,4210653397435570,123451300,16,1,45139,Bills,67.76,2018
36,4210653397435570,123451300,7,6,45140,Healthcare,43.07,2018
23,4210653397435570,123451300,8,7,45141,Healthcare,60.92,2018
36,4210653397435570,123451300,21,2,45142,Healthcare,83.92,2018
15,4210653397435570,123451300,16,12,45143,Gas,32.88,2018
81,4210653397435570,123451300,25,1,45144,Test,29.87,2018
156,4210653397435570,123451300,8,4,45145,Entertainment,49.15,2018
175,4210653397435570,123451300,14,2,45146,Gas,12.09,2018
125,4210653397435570,123451300,4,11,45147,Bills,7.72,2018
115,4210653397435570,123451300,22,9,45148,Education,62.84,2018
16,4210653397435570,123451300,21,12,45149,Grocery,14.89,2018
104,4210653397435570,123451300,4,2,45150,Entertainment,75.41,2018
81,4210653397435570,123451300,1,2,45151,Test,96.0,2018
54,4210653397435570,123451300,23,4,45152,Gas,43.5,2018
57,4210653397435570,123451300,22,9,45153,Entertainment,52.47,2018
24,4210653397435570,123451300,25,7,45154,Healthcare,42.23,2018
9,4210653397435570,123451300,11,3,45155,Education,38.02,2018
7,4210653397435570,123451300,16,8,45156,Education,37.27,2018
72,4210653397435570,123451300,2,9,45157,Entertainment,42.42,2018
95,4210653397435570,123451300,5,1,45158,Entertainment,91.85,2018
158,4210653397435570,123451300,5,11,45159,Entertainment,41.85,2018
139,4210653397435570,123451300,24,8,45160,Entertainment,40.95,2018
114,4210653397435570,123451300,9,7,45161,Grocery,65.3,2018
123,4210653397435570,123451300,20,2,45162,Bills,75.1,2018
105,4210653397435570,123451300,18,4,45163,Entertainment,31.54,2018
28,4210653397435570,123451300,14,2,45164,Gas,3.81,2018
80,4210653397435570,123451300,19,4,45165,Healthcare,62.93,2018
44,4210653397435570,123451300,26,5,45166,Healthcare,59.58,2018
114,4210653397435570,123451300,22,6,45167,Grocery,39.79,2018
17,4210653397435570,123451300,25,6,45168,Test,44.01,2018
51,4210653397435570,123451300,22,3,45169,Test,73.34,2018
80,4210653397435570,123451300,3,5,45170,Healthcare,73.74,2018
60,4210653397435570,123451300,27,3,45171,Bills,15.42,2018
76,4210653397435570,123451300,2,11,45172,Test,89.07,2018
36,4210653397435570,123451300,4,7,45173,Healthcare,3.97,2018
125,4210653397435570,123451300,26,6,45174,Test,16.97,2018
9,4210653397435570,123451300,11,11,45175,Education,70.2,2018
131,4210653397435570,123451300,7,12,45176,Entertainment,25.95,2018
178,4210653397435570,123451300,20,5,45177,Grocery,66.92,2018
23,4210653397435570,123451300,17,5,45178,Education,48.35,2018
11,4210653397435570,123451300,20,9,45179,Education,6.56,2018
80,4210653397435570,123451300,21,3,45180,Healthcare,34.31,2018
38,4210653397435570,123451300,23,3,45181,Test,15.41,2018
46,4210653397435570,123451300,24,12,45182,Bills,15.54,2018
58,4210653397435570,123451300,9,5,45183,Entertainment,20.28,2018
145,4210653397435570,123451300,14,8,45184,Gas,7.88,2018
121,4210653397435570,123451300,22,12,45185,Bills,24.99,2018
164,4210653397435570,123451300,15,6,45186,Healthcare,25.19,2018
31,4210653397435570,123451300,25,5,45187,Grocery,19.31,2018
105,4210653397435570,123451300,13,12,45188,Healthcare,78.4,2018
53,4210653397435570,123451300,5,10,45189,Bills,35.96,2018
178,4210653397435570,123451300,17,11,45190,Entertainment,1.23,2018
70,4210653397435570,123451300,4,7,45191,Bills,93.14,2018
40,4210653397435570,123451300,13,4,45192,Education,16.9,2018
105,4210653397435570,123451300,6,1,45193,Education,85.64,2018
158,4210653397435570,123451300,28,1,45194,Gas,38.22,2018
26,4210653397435570,123451300,18,2,45195,Gas,86.87,2018
21,4210653397435570,123451300,10,12,45196,Bills,74.88,2018
3,4210653397435570,123451300,25,11,45197,Education,86.94,2018
115,4210653397435570,123451300,6,4,45198,Education,52.55,2018
46,4210653397435570,123451300,27,2,45199,Test,78.6,2018
12,4210653397435570,123451300,7,12,45200,Gas,22.2,2018
51,4210653397435570,123451300,16,12,45201,Test,66.58,2018
123,4210653397435570,123451300,17,12,45202,Healthcare,23.01,2018
105,4210653397435570,123451300,6,9,45203,Healthcare,49.05,2018
31,4210653397435570,123451300,8,2,45204,Grocery,36.96,2018
58,4210653397435570,123451300,10,3,45205,Gas,30.83,2018
2,4210653397435570,123451300,4,8,45206,Grocery,66.82,2018
156,4210653397435570,123451300,14,8,45207,Bills,30.74,2018
23,4210653397435570,123451300,23,7,45208,Gas,33.65,2018
39,4210653397435570,123451300,13,12,45209,Entertainment,30.05,2018
39,4210653397435570,123451300,13,9,45210,Gas,97.47,2018
8,4210653397435570,123451300,5,12,45211,Bills,87.86,2018
14,4210653328549626,123451239,22,11,45212,Bills,63.09,2018
59,4210653328549626,123451239,11,12,45213,Entertainment,51.58,2018
178,4210653328549626,123451239,6,8,45214,Bills,52.73,2018
131,4210653328549626,123451239,24,7,45215,Bills,48.25,2018
27,4210653328549626,123451239,13,6,45216,Bills,29.82,2018
125,4210653328549626,123451239,8,6,45217,Gas,73.79,2018
67,4210653328549626,123451239,10,5,45218,Bills,96.84,2018
166,4210653328549626,123451239,12,8,45219,Education,3.36,2018
104,4210653328549626,123451239,8,1,45220,Gas,33.33,2018
42,4210653328549626,123451239,22,4,45221,Bills,29.53,2018
54,4210653328549626,123451239,21,7,45222,Grocery,84.49,2018
52,4210653328549626,123451239,5,9,45223,Test,44.51,2018
25,4210653328549626,123451239,8,4,45224,Bills,20.62,2018
107,4210653328549626,123451239,19,4,45225,Education,17.25,2018
11,4210653328549626,123451239,8,2,45226,Healthcare,99.05,2018
24,4210653328549626,123451239,7,12,45227,Bills,80.53,2018
11,4210653328549626,123451239,2,2,45228,Entertainment,5.25,2018
158,4210653328549626,123451239,27,10,45229,Grocery,33.35,2018
54,4210653328549626,123451239,19,10,45230,Test,38.03,2018
32,4210653328549626,123451239,5,8,45231,Test,33.25,2018
109,4210653328549626,123451239,16,6,45232,Entertainment,35.93,2018
149,4210653328549626,123451239,3,1,45233,Test,60.67,2018
156,4210653328549626,123451239,13,1,45234,Bills,87.07,2018
8,4210653328549626,123451239,17,7,45235,Entertainment,19.82,2018
149,4210653328549626,123451239,3,2,45236,Gas,100.95,2018
105,4210653328549626,123451239,3,7,45237,Grocery,60.38,2018
69,4210653328549626,123451239,1,11,45238,Bills,88.09,2018
149,4210653328549626,123451239,18,5,45239,Healthcare,56.59,2018
19,4210653328549626,123451239,9,5,45240,Grocery,29.31,2018
42,4210653328549626,123451239,28,6,45241,Test,43.04,2018
85,4210653328549626,123451239,20,4,45242,Entertainment,55.99,2018
59,4210653328549626,123451239,24,12,45243,Test,57.29,2018
111,4210653328549626,123451239,27,4,45244,Test,60.45,2018
111,4210653328549626,123451239,24,1,45245,Bills,21.75,2018
39,4210653328549626,123451239,21,11,45246,Entertainment,53.11,2018
21,4210653352364608,123451215,25,12,45247,Bills,58.46,2018
12,4210653352364608,123451215,22,7,45248,Healthcare,58.51,2018
32,4210653352364608,123451215,28,3,45249,Entertainment,61.99,2018
126,4210653352364608,123451215,5,7,45250,Grocery,31.6,2018
10,4210653352364608,123451215,11,5,45251,Education,76.89,2018
24,4210653352364608,123451215,6,12,45252,Grocery,1.75,2018
57,4210653352364608,123451215,14,11,45253,Entertainment,51.68,2018
53,4210653352364608,123451215,15,11,45254,Test,23.88,2018
39,4210653352364608,123451215,9,1,45255,Education,27.64,2018
103,4210653352364608,123451215,1,7,45256,Entertainment,76.45,2018
40,4210653352364608,123451215,25,2,45257,Test,5.46,2018
99,4210653352364608,123451215,7,1,45258,Healthcare,30.99,2018
85,4210653352364608,123451215,14,12,45259,Bills,75.38,2018
166,4210653352364608,123451215,11,5,45260,Healthcare,18.88,2018
180,4210653352364608,123451215,15,5,45261,Healthcare,94.2,2018
121,4210653352364608,123451215,10,4,45262,Bills,70.41,2018
66,4210653352364608,123451215,11,12,45263,Bills,16.49,2018
25,4210653352364608,123451215,5,5,45264,Entertainment,34.19,2018
31,4210653352364608,123451215,22,7,45265,Grocery,1.35,2018
121,4210653352364608,123451215,18,1,45266,Healthcare,82.55,2018
2,4210653352364608,123451215,18,11,45267,Bills,60.18,2018
119,4210653352364608,123451215,12,9,45268,Gas,75.15,2018
109,4210653352364608,123451215,7,5,45269,Gas,63.84,2018
53,4210653352364608,123451215,16,12,45270,Healthcare,55.92,2018
48,4210653352364608,123451215,19,3,45271,Healthcare,54.5,2018
173,4210653352364608,123451215,26,6,45272,Bills,99.9,2018
121,4210653352364608,123451215,18,5,45273,Test,42.82,2018
83,4210653352364608,123451215,14,10,45274,Education,72.99,2018
149,4210653352364608,123451215,6,10,45275,Bills,29.1,2018
99,4210653352364608,123451215,1,5,45276,Gas,32.11,2018
90,4210653352364608,123451215,2,7,45277,Test,98.14,2018
56,4210653352364608,123451215,28,4,45278,Entertainment,82.06,2018
14,4210653352364608,123451215,19,7,45279,Gas,57.88,2018
3,4210653352364608,123451215,6,4,45280,Education,63.26,2018
89,4210653352364608,123451215,1,2,45281,Test,33.84,2018
91,4210653352364608,123451215,10,9,45282,Grocery,14.0,2018
75,4210653352364608,123451215,3,1,45283,Gas,84.62,2018
173,4210653352364608,123451215,2,10,45284,Gas,71.64,2018
28,4210653352364608,123451215,27,7,45285,Grocery,53.54,2018
25,4210653352364608,123451215,8,2,45286,Entertainment,41.32,2018
23,4210653352364608,123451215,5,8,45287,Grocery,95.0,2018
52,4210653352364608,123451215,9,10,45288,Grocery,66.89,2018
69,4210653352364608,123451215,8,8,45289,Bills,54.35,2018
48,4210653352364608,123451215,8,6,45290,Gas,99.05,2018
4,4210653352364608,123451215,19,1,45291,Education,33.18,2018
125,4210653352364608,123451215,25,10,45292,Education,45.12,2018
79,4210653352364608,123451215,9,4,45293,Entertainment,17.12,2018
7,4210653352364608,123451215,23,4,45294,Healthcare,96.14,2018
63,4210653352364608,123451215,15,10,45295,Grocery,29.54,2018
39,4210653352364608,123451215,3,10,45296,Entertainment,8.3,2018
124,4210653352364608,123451215,19,4,45297,Entertainment,89.92,2018
21,4210653352364608,123451215,22,11,45298,Healthcare,64.13,2018
42,4210653352364608,123451215,28,12,45299,Education,12.87,2018
38,4210653352364608,123451215,22,4,45300,Entertainment,73.47,2018
85,4210653352364608,123451215,17,1,45301,Grocery,14.56,2018
4,4210653352364608,123451215,1,12,45302,Grocery,42.31,2018
44,4210653352364608,123451215,13,2,45303,Entertainment,82.58,2018
30,4210653352364608,123451215,25,5,45304,Entertainment,88.73,2018
11,4210653352364608,123451215,2,3,45305,Education,92.2,2018
30,4210653352364608,123451215,19,1,45306,Education,87.29,2018
76,4210653352364608,123451215,26,1,45307,Gas,25.35,2018
76,4210653352364608,123451215,3,2,45308,Bills,41.31,2018
166,4210653352364608,123451215,26,4,45309,Education,50.31,2018
119,4210653352364608,123451215,1,11,45310,Gas,84.02,2018
77,4210653352364608,123451215,28,3,45311,Entertainment,51.25,2018
131,4210653352364608,123451215,23,12,45312,Gas,38.9,2018
36,4210653352364608,123451215,25,2,45313,Education,3.12,2018
54,4210653352364608,123451215,26,11,45314,Gas,92.54,2018
75,4210653352364608,123451215,23,4,45315,Gas,10.2,2018
24,4210653352364608,123451215,26,8,45316,Gas,20.29,2018
51,4210653352364608,123451215,15,6,45317,Gas,18.97,2018
24,4210653352364608,123451215,2,6,45318,Gas,81.93,2018
1,4210653352364608,123451215,2,8,45319,Bills,1.68,2018
70,4210653352364608,123451215,22,8,45320,Education,70.4,2018
168,4210653352364608,123451215,17,4,45321,Entertainment,54.33,2018
16,4210653352364608,123451215,28,9,45322,Bills,100.28,2018
47,4210653352364608,123451215,17,10,45323,Grocery,57.12,2018
52,4210653352364608,123451215,7,2,45324,Education,69.31,2018
103,4210653352364608,123451215,15,7,45325,Test,58.45,2018
26,4210653352364608,123451215,9,2,45326,Education,12.78,2018
105,4210653352364608,123451215,5,7,45327,Grocery,12.59,2018
44,4210653352364608,123451215,5,2,45328,Healthcare,20.81,2018
119,4210653352364608,123451215,15,1,45329,Gas,83.86,2018
59,4210653352364608,123451215,24,2,45330,Gas,16.77,2018
144,4210653352364608,123451215,27,6,45331,Bills,59.73,2018
170,4210653352364608,123451215,28,4,45332,Healthcare,11.68,2018
12,4210653352364608,123451215,7,12,45333,Healthcare,2.02,2018
32,4210653391209623,123451203,20,1,45334,Bills,15.53,2018
121,4210653391209623,123451203,16,10,45335,Entertainment,11.8,2018
78,4210653391209623,123451203,13,2,45336,Healthcare,10.85,2018
58,4210653391209623,123451203,13,9,45337,Grocery,70.95,2018
48,4210653391209623,123451203,13,12,45338,Entertainment,25.9,2018
79,4210653391209623,123451203,6,4,45339,Entertainment,20.53,2018
63,4210653391209623,123451203,1,12,45340,Test,81.05,2018
50,4210653391209623,123451203,14,4,45341,Gas,79.12,2018
15,4210653391209623,123451203,17,6,45342,Bills,47.5,2018
80,4210653391209623,123451203,2,1,45343,Entertainment,16.59,2018
8,4210653391209623,123451203,17,9,45344,Bills,56.54,2018
29,4210653391209623,123451203,24,2,45345,Gas,6.39,2018
99,4210653391209623,123451203,16,2,45346,Healthcare,6.07,2018
89,4210653391209623,123451203,22,3,45347,Test,89.75,2018
103,4210653391209623,123451203,23,9,45348,Education,21.66,2018
18,4210653391209623,123451203,20,5,45349,Gas,94.72,2018
93,4210653391209623,123451203,8,6,45350,Entertainment,9.73,2018
160,4210653391209623,123451203,16,11,45351,Gas,22.91,2018
45,4210653391209623,123451203,25,7,45352,Gas,23.86,2018
156,4210653391209623,123451203,27,1,45353,Grocery,56.89,2018
124,4210653391209623,123451203,16,1,45354,Test,21.6,2018
48,4210653391209623,123451203,6,3,45355,Bills,55.98,2018
60,4210653391209623,123451203,25,2,45356,Bills,96.35,2018
145,4210653391209623,123451203,20,2,45357,Healthcare,85.73,2018
50,4210653391209623,123451203,13,5,45358,Entertainment,60.9,2018
36,4210653391209623,123451203,8,5,45359,Entertainment,68.37,2018
10,4210653391209623,123451203,18,11,45360,Gas,13.19,2018
107,4210653391209623,123451203,9,9,45361,Grocery,91.37,2018
123,4210653391209623,123451203,4,11,45362,Gas,69.56,2018
46,4210653391209623,123451203,20,5,45363,Test,60.09,2018
79,4210653391209623,123451203,8,9,45364,Education,34.14,2018
136,4210653391209623,123451203,4,5,45365,Bills,33.18,2018
44,4210653391209623,123451203,23,11,45366,Healthcare,57.97,2018
115,4210653391209623,123451203,18,1,45367,Education,86.34,2018
2,4210653391209623,123451203,18,5,45368,Education,53.85,2018
9,4210653391209623,123451203,25,12,45369,Education,47.34,2018
37,4210653391209623,123451203,7,4,45370,Grocery,55.82,2018
8,4210653391209623,123451203,7,10,45371,Entertainment,91.88,2018
77,4210653391209623,123451203,13,5,45372,Bills,9.19,2018
115,4210653391209623,123451203,9,10,45373,Healthcare,78.33,2018
43,4210653391209623,123451203,28,3,45374,Gas,83.05,2018
24,4210653391209623,123451203,1,8,45375,Grocery,44.26,2018
29,4210653391209623,123451203,12,5,45376,Test,47.09,2018
5,4210653391209623,123451203,13,2,45377,Entertainment,33.74,2018
15,4210653391209623,123451203,6,12,45378,Test,83.55,2018
70,4210653391209623,123451203,10,5,45379,Grocery,82.07,2018
83,4210653391209623,123451203,6,7,45380,Healthcare,77.27,2018
57,4210653391209623,123451203,5,4,45381,Gas,43.38,2018
99,4210653391209623,123451203,14,12,45382,Healthcare,53.22,2018
105,4210653391209623,123451203,27,11,45383,Gas,75.5,2018
26,4210653391209623,123451203,25,6,45384,Healthcare,85.06,2018
43,4210653391209623,123451203,7,4,45385,Entertainment,69.0,2018
121,4210653391209623,123451203,7,10,45386,Education,21.56,2018
28,4210653391209623,123451203,1,1,45387,Entertainment,5.68,2018
77,4210653391209623,123451203,1,9,45388,Entertainment,59.18,2018
156,4210653391209623,123451203,15,2,45389,Test,38.24,2018
121,4210653391209623,123451203,14,1,45390,Healthcare,34.36,2018
75,4210653391209623,123451203,1,12,45391,Healthcare,69.94,2018
35,4210653391209623,123451203,7,11,45392,Bills,80.73,2018
117,4210653391209623,123451203,19,8,45393,Healthcare,62.53,2018
109,4210653391209623,123451203,9,6,45394,Education,53.79,2018
37,4210653391209623,123451203,6,8,45395,Test,3.93,2018
31,4210653391209623,123451203,24,7,45396,Healthcare,79.18,2018
67,4210653391209623,123451203,13,7,45397,Entertainment,63.94,2018
45,4210653391209623,123451203,8,11,45398,Entertainment,10.91,2018
39,4210653391209623,123451203,26,7,45399,Grocery,44.02,2018
103,4210653391209623,123451203,17,9,45400,Gas,73.13,2018
79,4210653391209623,123451203,16,12,45401,Grocery,39.58,2018
11,4210653391209623,123451203,20,6,45402,Education,19.03,2018
109,4210653391209623,123451203,18,7,45403,Gas,21.1,2018
115,4210653391209623,123451203,5,1,45404,Test,92.75,2018
23,4210653391209623,123451203,18,3,45405,Healthcare,87.41,2018
117,4210653362677974,123451185,18,2,45406,Education,69.21,2018
73,4210653362677974,123451185,16,10,45407,Grocery,75.53,2018
74,4210653362677974,123451185,15,2,45408,Grocery,25.25,2018
117,4210653362677974,123451185,28,3,45409,Gas,89.64,2018
158,4210653362677974,123451185,25,7,45410,Bills,32.49,2018
81,4210653362677974,123451185,22,7,45411,Education,34.64,2018
118,4210653362677974,123451185,7,8,45412,Education,27.77,2018
111,4210653362677974,123451185,19,9,45413,Entertainment,70.84,2018
139,4210653362677974,123451185,4,10,45414,Grocery,23.28,2018
31,4210653362677974,123451185,22,4,45415,Education,37.45,2018
67,4210653362677974,123451185,21,7,45416,Test,92.61,2018
145,4210653362677974,123451185,17,7,45417,Healthcare,63.57,2018
28,4210653362677974,123451185,2,6,45418,Gas,42.38,2018
8,4210653362677974,123451185,24,6,45419,Education,32.67,2018
36,4210653362677974,123451185,2,1,45420,Gas,23.92,2018
83,4210653362677974,123451185,14,11,45421,Grocery,3.63,2018
160,4210653362677974,123451185,12,7,45422,Entertainment,37.67,2018
1,4210653362677974,123451185,12,5,45423,Bills,2.12,2018
45,4210653362677974,123451185,19,1,45424,Test,80.26,2018
32,4210653362677974,123451185,25,9,45425,Bills,6.89,2018
7,4210653362677974,123451185,19,5,45426,Test,92.71,2018
8,4210653362677974,123451185,21,2,45427,Grocery,36.53,2018
192,4210653362677974,123451185,2,11,45428,Test,88.95,2018
136,4210653362677974,123451185,1,8,45429,Gas,24.39,2018
119,4210653362677974,123451185,16,8,45430,Entertainment,18.98,2018
47,4210653362677974,123451185,16,2,45431,Grocery,16.76,2018
38,4210653362677974,123451185,21,10,45432,Entertainment,59.2,2018
89,4210653362677974,123451185,16,6,45433,Test,13.83,2018
30,4210653362677974,123451185,15,3,45434,Healthcare,78.33,2018
73,4210653362677974,123451185,4,8,45435,Test,49.7,2018
43,4210653362677974,123451185,23,2,45436,Bills,86.22,2018
149,4210653362677974,123451185,27,9,45437,Gas,75.32,2018
49,4210653362677974,123451185,6,7,45438,Education,46.69,2018
99,4210653362677974,123451185,1,4,45439,Entertainment,83.93,2018
160,4210653362677974,123451185,8,7,45440,Test,27.17,2018
46,4210653362677974,123451185,28,4,45441,Test,12.06,2018
35,4210653362677974,123451185,14,5,45442,Healthcare,34.79,2018
42,4210653362677974,123451185,4,7,45443,Healthcare,49.73,2018
19,4210653362677974,123451185,9,8,45444,Healthcare,9.4,2018
91,4210653380740678,123451180,28,5,45445,Grocery,57.98,2018
59,4210653380740678,123451180,7,4,45446,Gas,85.43,2018
38,4210653380740678,123451180,13,1,45447,Healthcare,15.65,2018
63,4210653380740678,123451180,22,3,45448,Bills,86.04,2018
4,4210653380740678,123451180,24,12,45449,Education,33.43,2018
75,4210653380740678,123451180,13,4,45450,Grocery,43.94,2018
178,4210653386082107,123451173,1,10,45451,Grocery,12.85,2018
47,4210653386082107,123451173,22,4,45452,Grocery,54.06,2018
19,4210653386082107,123451173,26,10,45453,Bills,19.33,2018
109,4210653386082107,123451173,23,9,45454,Test,69.91,2018
90,4210653386082107,123451173,9,11,45455,Gas,20.92,2018
30,4210653386082107,123451173,28,4,45456,Education,75.1,2018
77,4210653386082107,123451173,2,4,45457,Bills,46.23,2018
107,4210653386082107,123451173,17,1,45458,Education,24.48,2018
28,4210653386082107,123451173,21,1,45459,Test,35.55,2018
160,4210653386082107,123451173,3,5,45460,Gas,75.25,2018
8,4210653386082107,123451173,1,2,45461,Gas,30.09,2018
135,4210653386082107,123451173,1,7,45462,Education,29.75,2018
36,4210653386082107,123451173,4,9,45463,Healthcare,5.64,2018
104,4210653386082107,123451173,11,5,45464,Grocery,44.27,2018
135,4210653386082107,123451173,17,8,45465,Gas,28.11,2018
95,4210653386082107,123451173,8,6,45466,Test,85.59,2018
158,4210653386082107,123451173,11,6,45467,Education,11.97,2018
28,4210653386082107,123451173,7,7,45468,Gas,1.02,2018
69,4210653386082107,123451173,26,2,45469,Gas,78.45,2018
95,4210653386082107,123451173,5,2,45470,Bills,64.13,2018
63,4210653386082107,123451173,11,7,45471,Bills,48.6,2018
3,4210653386082107,123451173,28,2,45472,Bills,55.82,2018
178,4210653386082107,123451173,7,5,45473,Entertainment,56.86,2018
40,4210653386082107,123451173,21,1,45474,Entertainment,61.05,2018
38,4210653386082107,123451173,17,10,45475,Gas,75.09,2018
12,4210653386082107,123451173,5,8,45476,Healthcare,71.56,2018
63,4210653386082107,123451173,3,8,45477,Bills,50.59,2018
117,4210653386082107,123451173,27,5,45478,Healthcare,71.38,2018
73,4210653386082107,123451173,26,8,45479,Education,80.43,2018
75,4210653386082107,123451173,13,6,45480,Bills,47.66,2018
80,4210653386082107,123451173,26,11,45481,Healthcare,80.42,2018
2,4210653386082107,123451173,3,10,45482,Healthcare,38.56,2018
107,4210653386082107,123451173,8,12,45483,Test,14.86,2018
29,4210653386082107,123451173,7,4,45484,Grocery,56.87,2018
4,4210653386082107,123451173,21,11,45485,Test,30.74,2018
66,4210653386082107,123451173,8,5,45486,Grocery,20.89,2018
69,4210653386082107,123451173,16,11,45487,Entertainment,41.22,2018
118,4210653386082107,123451173,22,12,45488,Healthcare,49.67,2018
3,4210653386082107,123451173,26,7,45489,Education,5.56,2018
67,4210653386082107,123451173,6,7,45490,Bills,78.51,2018
192,4210653386082107,123451173,21,9,45491,Gas,28.6,2018
78,4210653386082107,123451173,7,8,45492,Bills,73.2,2018
20,4210653386082107,123451173,5,2,45493,Bills,85.74,2018
29,4210653386082107,123451173,10,6,45494,Grocery,75.63,2018
45,4210653386082107,123451173,13,6,45495,Test,21.1,2018
36,4210653386082107,123451173,8,5,45496,Test,81.46,2018
4,4210653386082107,123451173,6,7,45497,Healthcare,48.2,2018
123,4210653386082107,123451173,18,10,45498,Bills,40.45,2018
109,4210653386082107,123451173,25,5,45499,Gas,28.86,2018
135,4210653386082107,123451173,3,3,45500,Test,67.28,2018
66,4210653386082107,123451173,15,10,45501,Education,6.52,2018
144,4210653386082107,123451173,4,9,45502,Gas,35.85,2018
76,4210653386082107,123451173,10,2,45503,Healthcare,45.04,2018
29,4210653386082107,123451173,28,10,45504,Bills,77.48,2018
9,4210653386082107,123451173,10,2,45505,Healthcare,54.48,2018
124,4210653386082107,123451173,10,12,45506,Education,39.51,2018
46,4210653386082107,123451173,8,2,45507,Test,60.5,2018
