BRANCH_CODE,CREDIT_CARD_NO,CUST_SSN,DAY,MONTH,TRANSACTION_ID,TRANSACTION_TYPE,TRANSACTION_VALUE,YEAR
52,4210653385089392,123455683,4,1,22597,Healthcare,8.94,2018
63,4210653385089392,123455683,28,12,22598,Grocery,59.59,2018
168,4210653385089392,123455683,15,10,22599,Bills,11.61,2018
136,4210653385089392,123455683,6,2,22600,Grocery,59.3,2018
35,4210653385089392,123455683,24,9,22601,Bills,54.78,2018
35,4210653385089392,123455683,7,8,22602,Test,94.82,2018
90,4210653385089392,123455683,2,8,22603,Education,86.1,2018
24,4210653385089392,123455683,6,2,22604,Healthcare,20.88,2018
123,4210653385089392,123455683,9,2,22605,Gas,57.94,2018
45,4210653385089392,123455683,3,3,22606,Healthcare,24.17,2018
15,4210653385089392,123455683,7,7,22607,Test,21.21,2018
50,4210653385089392,123455683,6,5,22608,Healthcare,31.58,2018
16,4210653385089392,123455683,16,4,22609,Healthcare,44.3,2018
39,4210653385089392,123455683,26,3,22610,Education,14.45,2018
44,4210653385089392,123455683,26,5,22611,Healthcare,96.12,2018
123,4210653385089392,123455683,26,12,22612,Test,89.17,2018
23,4210653385089392,123455683,7,8,22613,Gas,95.45,2018
100,4210653385089392,123455683,11,10,22614,Entertainment,39.35,2018
69,4210653385089392,123455683,12,9,22615,Test,34.48,2018
123,4210653385089392,123455683,24,3,22616,Bills,96.9,2018
117,4210653385089392,123455683,22,8,22617,Bills,78.07,2018
70,4210653385089392,123455683,9,12,22618,Healthcare,9.78,2018
91,4210653385089392,123455683,25,4,22619,Entertainment,79.42,2018
99,4210653385089392,123455683,25,11,22620,Bills,97.37,2018
5,4210653385089392,123455683,9,7,22621,Test,58.27,2018
35,4210653385089392,123455683,27,9,22622,Bills,57.72,2018
32,4210653385089392,123455683,25,4,22623,Healthcare,95.52,2018
90,4210653385089392,123455683,22,9,22624,Education,28.98,2018
17,4210653385089392,123455683,1,10,22625,Education,91.06,2018
60,4210653385089392,123455683,26,2,22626,Gas,87.55,2018
51,4210653385089392,123455683,12,1,22627,Healthcare,48.77,2018
158,4210653385089392,123455683,13,6,22628,Bills,79.18,2018
17,4210653385089392,123455683,18,6,22629,Entertainment,91.47,2018
145,4210653385089392,123455683,26,2,22630,Test,27.34,2018
39,4210653385089392,123455683,22,6,22631,Grocery,30.69,2018
103,4210653385089392,123455683,1,4,22632,Bills,61.84,2018
124,4210653385089392,123455683,19,6,22633,Entertainment,67.12,2018
95,4210653385089392,123455683,13,9,22634,Bills,62.26,2018
37,4210653385089392,123455683,23,1,22635,Gas,75.61,2018
74,4210653385089392,123455683,19,8,22636,Gas,38.49,2018
78,4210653385089392,123455683,8,8,22637,Education,51.7,2018
28,4210653385089392,123455683,10,10,22638,Bills,56.61,2018
89,4210653385089392,123455683,7,6,22639,Healthcare,31.66,2018
32,4210653385089392,123455683,13,1,22640,Bills,19.86,2018
31,4210653385089392,123455683,1,2,22641,Grocery,43.49,2018
125,4210653385089392,123455683,24,6,22642,Entertainment,61.09,2018
144,4210653385089392,123455683,9,10,22643,Entertainment,14.97,2018
170,4210653385089392,123455683,20,8,22644,Bills,99.06,2018
73,4210653337395508,123455677,1,9,22645,Test,92.96,2018
79,4210653337395508,123455677,25,10,22646,Entertainment,42.13,2018
18,4210653337395508,123455677,5,9,22647,Test,11.13,2018
114,4210653337395508,123455677,6,1,22648,Entertainment,15.35,2018
28,4210653337395508,123455677,18,11,22649,Bills,83.21,2018
56,4210653337395508,123455677,3,1,22650,Bills,97.15,2018
79,4210653337395508,123455677,19,3,22651,Entertainment,85.14,2018
44,4210653337395508,123455677,4,5,22652,Gas,38.56,2018
175,4210653337395508,123455677,16,2,22653,Gas,88.78,2018
166,4210653337395508,123455677,24,12,22654,Gas,15.86,2018
103,4210653337395508,123455677,17,5,22655,Test,58.37,2018
83,4210653337395508,123455677,20,3,22656,Bills,85.36,2018
8,4210653337395508,123455677,6,8,22657,Grocery,55.68,2018
89,4210653337395508,123455677,28,12,22658,Bills,62.88,2018
42,4210653337395508,123455677,28,11,22659,Grocery,80.44,2018
46,4210653337395508,123455677,18,3,22660,Healthcare,89.37,2018
39,4210653337395508,123455677,2,12,22661,Bills,64.36,2018
119,4210653337395508,123455677,20,5,22662,Healthcare,45.29,2018
22,4210653337395508,123455677,11,11,22663,Education,61.96,2018
149,4210653337395508,123455677,6,6,22664,Healthcare,39.21,2018
131,4210653337395508,123455677,1,6,22665,Grocery,95.47,2018
51,4210653337395508,123455677,5,10,22666,Gas,88.36,2018
60,4210653337395508,123455677,1,4,22667,Healthcare,70.48,2018
144,4210653337395508,123455677,12,2,22668,Gas,19.62,2018
75,4210653337395508,123455677,10,6,22669,Bills,60.73,2018
77,4210653337395508,123455677,8,5,22670,Grocery,33.65,2018
63,4210653337395508,123455677,22,7,22671,Healthcare,84.87,2018
168,4210653337395508,123455677,20,6,22672,Gas,8.1,2018
188,4210653337395508,123455677,13,7,22673,Bills,8.56,2018
66,4210653337395508,123455677,9,9,22674,Gas,1.36,2018
4,4210653337395508,123455677,11,10,22675,Test,72.67,2018
104,4210653337395508,123455677,18,7,22676,Gas,5.06,2018
77,4210653337395508,123455677,24,5,22677,Education,95.14,2018
4,4210653371004151,123455676,27,9,22678,Education,95.64,2018
74,4210653371004151,123455676,8,3,22679,Bills,33.39,2018
2,4210653371004151,123455676,8,2,22680,Education,45.47,2018
99,4210653371004151,123455676,12,7,22681,Bills,4.41,2018
103,4210653371004151,123455676,1,2,22682,Bills,90.74,2018
12,4210653371004151,123455676,16,12,22683,Healthcare,24.77,2018
19,4210653337005748,123455671,11,5,22684,Test,59.63,2018
9,4210653337005748,123455671,13,10,22685,Test,42.19,2018
83,4210653337005748,123455671,14,8,22686,Healthcare,57.22,2018
32,4210653337005748,123455671,11,12,22687,Education,49.21,2018
22,4210653337005748,123455671,10,11,22688,Education,53.84,2018
74,4210653337005748,123455671,21,7,22689,Bills,37.95,2018
90,4210653337005748,123455671,21,4,22690,Bills,2.59,2018
63,4210653337005748,123455671,18,9,22691,Entertainment,35.66,2018
73,4210653337005748,123455671,14,5,22692,Entertainment,66.93,2018
111,4210653337005748,123455671,8,9,22693,Education,98.41,2018
14,4210653337005748,123455671,20,8,22694,Entertainment,3.9,2018
90,4210653337005748,123455671,13,7,22695,Healthcare,20.46,2018
83,4210653337005748,123455671,3,7,22696,Education,33.61,2018
164,4210653337005748,123455671,1,4,22697,Test,100.1,2018
80,4210653337005748,123455671,1,6,22698,Grocery,65.94,2018
38,4210653337005748,123455671,21,1,22699,Grocery,11.33,2018
2,4210653337005748,123455671,1,2,22700,Gas,26.28,2018
26,4210653337005748,123455671,1,4,22701,Healthcare,20.04,2018
7,4210653337005748,123455671,4,7,22702,Education,74.87,2018
168,4210653337005748,123455671,24,2,22703,Entertainment,85.44,2018
60,4210653337005748,123455671,19,1,22704,Entertainment,97.92,2018
54,4210653337005748,123455671,27,3,22705,Grocery,2.3,2018
32,4210653337005748,123455671,10,1,22706,Entertainment,58.4,2018
44,4210653337005748,123455671,17,5,22707,Bills,87.21,2018
119,4210653337005748,123455671,19,10,22708,Bills,54.21,2018
160,4210653337005748,123455671,15,12,22709,Healthcare,76.2,2018
158,4210653337005748,123455671,9,10,22710,Gas,39.72,2018
89,4210653337005748,123455671,28,3,22711,Grocery,12.76,2018
22,4210653337005748,123455671,17,2,22712,Gas,43.18,2018
48,4210653337005748,123455671,22,9,22713,Education,3.16,2018
109,4210653337005748,123455671,27,7,22714,Grocery,2.4,2018
2,4210653379487981,123455667,2,10,22715,Healthcare,93.66,2018
17,4210653379487981,123455667,17,3,22716,Education,50.01,2018
18,4210653379487981,123455667,10,11,22717,Bills,86.3,2018
83,4210653379487981,123455667,7,5,22718,Healthcare,46.18,2018
29,4210653379487981,123455667,12,6,22719,Grocery,34.93,2018
81,4210653379487981,123455667,24,8,22720,Test,12.62,2018
104,4210653379487981,123455667,21,12,22721,Test,17.1,2018
149,4210653379487981,123455667,25,2,22722,Bills,39.01,2018
32,4210653379487981,123455667,8,9,22723,Gas,23.04,2018
31,4210653379487981,123455667,8,11,22724,Test,85.57,2018
77,4210653379487981,123455667,24,4,22725,Grocery,74.32,2018
9,4210653379487981,123455667,4,3,22726,Entertainment,71.9,2018
93,4210653379487981,123455667,8,3,22727,Grocery,63.24,2018
114,4210653379487981,123455667,23,7,22728,Test,49.55,2018
131,4210653379487981,123455667,9,5,22729,Test,64.86,2018
93,4210653379487981,123455667,16,12,22730,Healthcare,73.35,2018
39,4210653379487981,123455667,1,1,22731,Entertainment,83.14,2018
40,4210653379487981,123455667,22,10,22732,Entertainment,71.37,2018
28,4210653379487981,123455667,11,10,22733,Gas,8.2,2018
166,4210653379487981,123455667,27,7,22734,Healthcare,69.17,2018
111,4210653379487981,123455667,19,2,22735,Entertainment,64.16,2018
19,4210653379487981,123455667,9,7,22736,Entertainment,54.75,2018
114,4210653379487981,123455667,17,11,22737,Grocery,64.43,2018
14,4210653379487981,123455667,25,1,22738,Bills,61.85,2018
74,4210653379487981,123455667,9,6,22739,Test,98.15,2018
135,4210653379487981,123455667,17,11,22740,Education,22.85,2018
85,4210653379487981,123455667,13,8,22741,Grocery,2.73,2018
107,4210653379487981,123455667,12,3,22742,Test,6.77,2018
45,4210653379487981,123455667,1,2,22743,Education,57.35,2018
77,4210653379487981,123455667,6,4,22744,Entertainment,64.39,2018
77,4210653379487981,123455667,16,8,22745,Healthcare,55.29,2018
15,4210653379487981,123455667,28,1,22746,Entertainment,79.66,2018
164,4210653379487981,123455667,28,7,22747,Gas,11.26,2018
9,4210653379487981,123455667,9,4,22748,Test,19.15,2018
26,4210653379487981,123455667,26,1,22749,Test,20.87,2018
105,4210653379487981,123455667,5,7,22750,Test,90.37,2018
42,4210653379487981,123455667,11,10,22751,Healthcare,28.23,2018
117,4210653379487981,123455667,2,4,22752,Test,92.66,2018
51,4210653354757386,123455661,1,3,22753,Healthcare,43.38,2018
60,4210653354757386,123455661,15,11,22754,Entertainment,29.7,2018
23,4210653354757386,123455661,18,11,22755,Bills,69.03,2018
35,4210653354757386,123455661,14,12,22756,Grocery,49.24,2018
125,4210653354757386,123455661,27,11,22757,Test,75.87,2018
111,4210653354757386,123455661,15,1,22758,Education,83.58,2018
37,4210653354757386,123455661,28,12,22759,Entertainment,83.52,2018
118,4210653354757386,123455661,23,10,22760,Test,7.67,2018
168,4210653354757386,123455661,16,8,22761,Entertainment,20.15,2018
22,4210653354757386,123455661,10,10,22762,Bills,48.37,2018
31,4210653354757386,123455661,7,10,22763,Bills,27.13,2018
26,4210653354757386,123455661,14,3,22764,Grocery,80.3,2018
139,4210653354757386,123455661,20,5,22765,Test,8.72,2018
5,4210653354757386,123455661,22,10,22766,Healthcare,21.84,2018
99,4210653354757386,123455661,13,10,22767,Grocery,88.73,2018
8,4210653354757386,123455661,19,12,22768,Healthcare,10.17,2018
4,4210653354757386,123455661,13,12,22769,Entertainment,19.11,2018
32,4210653354757386,123455661,28,1,22770,Healthcare,35.76,2018
35,4210653354757386,123455661,10,4,22771,Grocery,31.08,2018
170,4210653384029972,123455659,23,7,22772,Healthcare,97.57,2018
67,4210653384029972,123455659,25,6,22773,Gas,65.32,2018
9,4210653384029972,123455659,22,10,22774,Grocery,5.76,2018
29,4210653384029972,123455659,21,5,22775,Gas,100.81,2018
119,4210653384029972,123455659,26,7,22776,Test,57.93,2018
27,4210653384029972,123455659,13,5,22777,Gas,76.18,2018
69,4210653384029972,123455659,19,11,22778,Healthcare,87.72,2018
126,4210653384029972,123455659,28,2,22779,Bills,25.73,2018
26,4210653384029972,123455659,2,10,22780,Test,58.56,2018
24,4210653384029972,123455659,5,1,22781,Healthcare,75.2,2018
26,4210653384029972,123455659,7,12,22782,Grocery,70.19,2018
51,4210653384029972,123455659,27,8,22783,Test,85.66,2018
56,4210653384029972,123455659,8,9,22784,Education,84.87,2018
21,4210653384029972,123455659,22,11,22785,Bills,10.91,2018
136,4210653384029972,123455659,19,4,22786,Education,27.68,2018
2,4210653384029972,123455659,22,8,22787,Grocery,95.54,2018
90,4210653384029972,123455659,4,7,22788,Bills,8.94,2018
178,4210653384029972,123455659,9,6,22789,Test,78.95,2018
170,4210653384029972,123455659,8,1,22790,Healthcare,7.48,2018
16,4210653384029972,123455659,10,2,22791,Bills,6.8,2018
4,4210653384029972,123455659,9,9,22792,Bills,63.16,2018
173,4210653384029972,123455659,26,6,22793,Healthcare,80.43,2018
103,4210653384029972,123455659,14,9,22794,Education,85.7,2018
58,4210653371042040,123455654,18,1,22795,Education,13.09,2018
100,4210653371042040,123455654,21,5,22796,Gas,88.15,2018
136,4210653371042040,123455654,25,1,22797,Bills,100.68,2018
105,4210653371042040,123455654,3,12,22798,Entertainment,62.83,2018
192,4210653371042040,123455654,19,2,22799,Test,75.29,2018
144,4210653371042040,123455654,1,1,22800,Entertainment,68.37,2018
53,4210653371042040,123455654,23,11,22801,Test,89.99,2018
166,4210653371042040,123455654,15,5,22802,Entertainment,87.58,2018
67,4210653371042040,123455654,6,3,22803,Grocery,100.48,2018
52,4210653371042040,123455654,26,6,22804,Test,86.82,2018
9,4210653371042040,123455654,21,5,22805,Test,69.63,2018
170,4210653371042040,123455654,13,12,22806,Education,25.66,2018
81,4210653371042040,123455654,11,9,22807,Entertainment,46.36,2018
115,4210653371042040,123455654,17,1,22808,Test,50.6,2018
53,4210653371042040,123455654,25,7,22809,Grocery,61.07,2018
67,4210653371042040,123455654,16,2,22810,Bills,100.48,2018
145,4210653371042040,123455654,1,5,22811,Grocery,81.18,2018
8,4210653371042040,123455654,26,9,22812,Bills,73.77,2018
32,4210653371042040,123455654,11,4,22813,Entertainment,74.35,2018
50,4210653371042040,123455654,3,9,22814,Test,47.39,2018
56,4210653371042040,123455654,26,5,22815,Test,49.47,2018
25,4210653371042040,123455654,11,10,22816,Healthcare,15.06,2018
58,4210653371042040,123455654,16,8,22817,Grocery,75.95,2018
27,4210653371042040,123455654,7,6,22818,Bills,35.17,2018
125,4210653371042040,123455654,7,4,22819,Test,93.95,2018
149,4210653371042040,123455654,2,11,22820,Test,84.96,2018
23,4210653371042040,123455654,25,2,22821,Grocery,60.71,2018
175,4210653371042040,123455654,13,10,22822,Gas,34.74,2018
11,4210653371042040,123455654,10,7,22823,Entertainment,77.44,2018
178,4210653371042040,123455654,18,7,22824,Entertainment,38.44,2018
3,4210653371042040,123455654,25,7,22825,Healthcare,36.3,2018
170,4210653371042040,123455654,3,4,22826,Healthcare,93.28,2018
63,4210653371042040,123455654,18,5,22827,Grocery,20.05,2018
18,4210653371042040,123455654,17,10,22828,Education,19.0,2018
16,4210653371042040,123455654,6,9,22829,Test,62.03,2018
22,4210653371042040,123455654,1,8,22830,Grocery,62.3,2018
29,4210653371042040,123455654,4,8,22831,Test,84.42,2018
105,4210653371042040,123455654,5,1,22832,Entertainment,71.26,2018
121,4210653371042040,123455654,6,7,22833,Grocery,69.55,2018
105,4210653371042040,123455654,12,6,22834,Entertainment,71.46,2018
121,4210653371042040,123455654,21,1,22835,Healthcare,87.05,2018
76,4210653371042040,123455654,20,6,22836,Test,49.96,2018
36,4210653371042040,123455654,19,1,22837,Bills,56.85,2018
124,4210653371042040,123455654,16,9,22838,Entertainment,85.8,2018
73,4210653371042040,123455654,20,1,22839,Entertainment,89.97,2018
60,4210653371042040,123455654,27,8,22840,Bills,46.69,2018
76,4210653371042040,123455654,15,2,22841,Healthcare,6.95,2018
43,4210653371042040,123455654,25,5,22842,Test,5.08,2018
123,4210653371042040,123455654,27,12,22843,Grocery,16.68,2018
31,4210653371042040,123455654,6,9,22844,Education,55.52,2018
104,4210653371042040,123455654,23,4,22845,Test,54.53,2018
56,4210653371042040,123455654,25,9,22846,Education,26.0,2018
115,4210653371042040,123455654,21,2,22847,Healthcare,100.93,2018
36,4210653371042040,123455654,20,11,22848,Bills,66.32,2018
125,4210653371042040,123455654,11,9,22849,Gas,31.27,2018
156,4210653345375482,123455652,8,10,22850,Bills,69.44,2018
67,4210653345375482,123455652,10,11,22851,Grocery,4.15,2018
3,4210653315752398,123455638,9,10,22852,Test,50.16,2018
107,4210653315752398,123455638,2,10,22853,Healthcare,46.33,2018
95,4210653315752398,123455638,17,5,22854,Test,40.89,2018
144,4210653315752398,123455638,20,2,22855,Grocery,77.35,2018
49,4210653315752398,123455638,2,1,22856,Education,38.95,2018
76,4210653315752398,123455638,4,11,22857,Healthcare,61.63,2018
66,4210653315752398,123455638,7,10,22858,Education,96.53,2018
43,4210653315752398,123455638,11,2,22859,Education,17.69,2018
76,4210653315752398,123455638,12,5,22860,Grocery,3.29,2018
50,4210653315752398,123455638,16,8,22861,Healthcare,16.76,2018
188,4210653315752398,123455638,14,12,22862,Education,25.9,2018
5,4210653315752398,123455638,22,6,22863,Entertainment,12.63,2018
5,4210653315752398,123455638,22,12,22864,Entertainment,68.46,2018
93,4210653315752398,123455638,18,3,22865,Bills,43.22,2018
99,4210653315752398,123455638,2,10,22866,Grocery,46.12,2018
46,4210653315752398,123455638,20,4,22867,Entertainment,60.31,2018
115,4210653315752398,123455638,7,10,22868,Entertainment,10.14,2018
75,4210653315752398,123455638,19,12,22869,Gas,4.88,2018
118,4210653315752398,123455638,24,10,22870,Education,40.35,2018
44,4210653315752398,123455638,16,3,22871,Bills,72.68,2018
95,4210653315752398,123455638,27,1,22872,Test,23.1,2018
53,4210653315752398,123455638,20,12,22873,Entertainment,74.86,2018
119,4210653315752398,123455638,19,2,22874,Test,95.9,2018
9,4210653315752398,123455638,6,2,22875,Bills,82.91,2018
56,4210653315752398,123455638,15,5,22876,Healthcare,62.35,2018
85,4210653315752398,123455638,7,4,22877,Entertainment,90.59,2018
27,4210653315752398,123455638,3,5,22878,Test,30.08,2018
54,4210653315752398,123455638,25,5,22879,Healthcare,12.19,2018
51,4210653315752398,123455638,16,9,22880,Grocery,76.14,2018
42,4210653315752398,123455638,8,10,22881,Entertainment,20.11,2018
118,4210653315752398,123455638,27,10,22882,Healthcare,54.79,2018
72,4210653315752398,123455638,14,12,22883,Test,18.14,2018
23,4210653331933289,123455617,9,12,22884,Education,69.83,2018
125,4210653331933289,123455617,10,2,22885,Entertainment,19.59,2018
39,4210653331933289,123455617,23,4,22886,Test,69.35,2018
50,4210653331933289,123455617,21,12,22887,Gas,67.62,2018
135,4210653331933289,123455617,21,7,22888,Bills,58.12,2018
54,4210653331933289,123455617,20,6,22889,Bills,89.12,2018
90,4210653331933289,123455617,20,5,22890,Gas,80.58,2018
175,4210653331933289,123455617,22,7,22891,Bills,37.71,2018
111,4210653331933289,123455617,23,6,22892,Entertainment,17.65,2018
156,4210653331933289,123455617,18,9,22893,Healthcare,59.93,2018
60,4210653331933289,123455617,16,7,22894,Entertainment,96.29,2018
22,4210653331933289,123455617,26,5,22895,Test,46.15,2018
17,4210653331933289,123455617,4,7,22896,Test,54.25,2018
24,4210653331933289,123455617,17,3,22897,Test,45.99,2018
46,4210653331933289,123455617,9,5,22898,Grocery,47.58,2018
5,4210653331933289,123455617,12,12,22899,Healthcare,47.17,2018
8,4210653331933289,123455617,5,11,22900,Grocery,83.13,2018
28,4210653331933289,123455617,2,6,22901,Grocery,15.67,2018
170,4210653331933289,123455617,6,5,22902,Gas,44.36,2018
160,4210653331933289,123455617,26,7,22903,Entertainment,4.26,2018
78,4210653331933289,123455617,7,8,22904,Education,89.25,2018
27,4210653331933289,123455617,7,5,22905,Healthcare,96.56,2018
54,4210653331933289,123455617,6,7,22906,Grocery,83.76,2018
30,4210653331933289,123455617,20,9,22907,Grocery,19.93,2018
52,4210653331933289,123455617,1,10,22908,Gas,2.66,2018
180,4210653331933289,123455617,25,1,22909,Education,46.04,2018
66,4210653331933289,123455617,20,11,22910,Test,85.06,2018
58,4210653331933289,123455617,28,9,22911,Healthcare,6.23,2018
78,4210653331933289,123455617,21,4,22912,Gas,24.79,2018
85,4210653331933289,123455617,22,4,22913,Gas,81.09,2018
3,4210653331933289,123455617,10,3,22914,Bills,74.5,2018
24,4210653331933289,123455617,23,10,22915,Education,64.72,2018
25,4210653331933289,123455617,9,9,22916,Bills,99.34,2018
121,4210653331933289,123455617,20,3,22917,Education,79.55,2018
145,4210653331933289,123455617,20,5,22918,Entertainment,91.15,2018
109,4210653331933289,123455617,23,6,22919,Test,98.41,2018
74,4210653331933289,123455617,22,8,22920,Entertainment,64.27,2018
124,4210653331933289,123455617,14,9,22921,Bills,66.02,2018
81,4210653331933289,123455617,10,9,22922,Healthcare,12.53,2018
69,4210653331933289,123455617,14,8,22923,Bills,82.33,2018
170,4210653331933289,123455617,15,9,22924,Entertainment,45.2,2018
27,4210653331933289,123455617,15,3,22925,Gas,16.05,2018
27,4210653331933289,123455617,9,11,22926,Bills,51.07,2018
31,4210653331933289,123455617,20,2,22927,Healthcare,75.05,2018
81,4210653331933289,123455617,17,5,22928,Healthcare,50.32,2018
24,4210653331933289,123455617,5,9,22929,Grocery,39.29,2018
74,4210653331933289,123455617,2,8,22930,Test,48.26,2018
178,4210653331933289,123455617,22,10,22931,Bills,26.07,2018
164,4210653331933289,123455617,9,8,22932,Education,5.38,2018
160,4210653331933289,123455617,6,8,22933,Entertainment,30.57,2018
75,4210653331933289,123455617,1,11,22934,Education,8.11,2018
114,4210653331933289,123455617,19,3,22935,Healthcare,96.17,2018
12,4210653331933289,123455617,12,1,22936,Gas,40.41,2018
30,4210653331933289,123455617,26,2,22937,Test,29.12,2018
17,4210653391219714,123455609,19,5,22938,Grocery,27.4,2018
58,4210653391219714,123455609,7,10,22939,Bills,28.64,2018
51,4210653391219714,123455609,27,8,22940,Test,31.66,2018
77,4210653391219714,123455609,24,10,22941,Test,69.73,2018
1,4210653391219714,123455609,22,8,22942,Gas,7.16,2018
175,4210653391219714,123455609,13,8,22943,Bills,24.56,2018
118,4210653391219714,123455609,28,4,22944,Gas,60.21,2018
63,4210653391219714,123455609,5,7,22945,Grocery,33.7,2018
145,4210653391219714,123455609,14,1,22946,Bills,92.66,2018
107,4210653391219714,123455609,25,5,22947,Gas,77.66,2018
52,4210653391219714,123455609,18,10,22948,Test,19.98,2018
2,4210653391219714,123455609,28,12,22949,Grocery,74.36,2018
58,4210653391219714,123455609,10,7,22950,Gas,82.93,2018
78,4210653391219714,123455609,18,6,22951,Test,38.11,2018
178,4210653391219714,123455609,3,10,22952,Healthcare,80.01,2018
100,4210653391219714,123455609,23,12,22953,Entertainment,30.16,2018
42,4210653391219714,123455609,8,10,22954,Gas,13.54,2018
23,4210653391219714,123455609,20,9,22955,Healthcare,41.89,2018
4,4210653391219714,123455609,23,9,22956,Gas,18.55,2018
124,4210653391219714,123455609,21,9,22957,Entertainment,8.79,2018
89,4210653391219714,123455609,10,3,22958,Healthcare,71.14,2018
17,4210653391219714,123455609,26,6,22959,Bills,23.74,2018
29,4210653391219714,123455609,4,6,22960,Grocery,9.67,2018
149,4210653391219714,123455609,28,6,22961,Gas,95.89,2018
27,4210653391219714,123455609,25,2,22962,Test,95.63,2018
170,4210653391219714,123455609,28,12,22963,Gas,11.82,2018
25,4210653391219714,123455609,17,8,22964,Healthcare,70.06,2018
16,4210653391219714,123455609,13,11,22965,Test,5.3,2018
16,4210653391219714,123455609,7,9,22966,Bills,98.93,2018
104,4210653391219714,123455609,1,3,22967,Gas,47.57,2018
118,4210653391219714,123455609,7,12,22968,Gas,71.61,2018
49,4210653391219714,123455609,22,4,22969,Grocery,34.76,2018
20,4210653391219714,123455609,24,2,22970,Test,25.12,2018
35,4210653391219714,123455609,24,3,22971,Bills,3.63,2018
83,4210653323781193,123455582,3,7,22972,Bills,52.04,2018
156,4210653323781193,123455582,3,6,22973,Healthcare,25.49,2018
173,4210653323781193,123455582,14,12,22974,Gas,12.63,2018
173,4210653323781193,123455582,9,4,22975,Gas,79.92,2018
104,4210653323781193,123455582,7,11,22976,Test,61.28,2018
69,4210653323781193,123455582,9,6,22977,Education,21.07,2018
49,4210653323781193,123455582,27,3,22978,Grocery,44.13,2018
11,4210653323781193,123455582,5,3,22979,Grocery,80.17,2018
168,4210653323781193,123455582,15,10,22980,Gas,37.5,2018
78,4210653323781193,123455582,26,2,22981,Gas,18.84,2018
175,4210653323781193,123455582,23,12,22982,Grocery,82.0,2018
178,4210653323781193,123455582,7,3,22983,Grocery,37.64,2018
139,4210653323781193,123455582,8,3,22984,Entertainment,3.73,2018
79,4210653323781193,123455582,7,9,22985,Grocery,19.1,2018
80,4210653323781193,123455582,5,5,22986,Entertainment,76.34,2018
90,4210653323781193,123455582,3,1,22987,Healthcare,42.25,2018
124,4210653323781193,123455582,21,5,22988,Bills,64.77,2018
5,4210653323781193,123455582,1,2,22989,Gas,89.75,2018
19,4210653323781193,123455582,19,3,22990,Healthcare,72.63,2018
135,4210653323781193,123455582,22,8,22991,Test,36.19,2018
126,4210653323781193,123455582,6,4,22992,Gas,85.09,2018
166,4210653323781193,123455582,15,2,22993,Bills,46.14,2018
50,4210653323781193,123455582,25,12,22994,Grocery,18.62,2018
36,4210653323781193,123455582,16,4,22995,Healthcare,20.13,2018
3,4210653323781193,123455582,25,6,22996,Bills,18.08,2018
67,4210653323781193,123455582,16,4,22997,Grocery,53.66,2018
99,4210653323781193,123455582,14,9,22998,Education,21.5,2018
173,4210653323781193,123455582,2,4,22999,Test,34.87,2018
131,4210653323781193,123455582,3,9,23000,Gas,60.92,2018
